gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	FPKM_ci_lower_bound	FPKM_ci_upper_bound
ENSG00000226144.2	ENST00000453803.2	454	206.02	0	0	0	0	0	0.06	0.06	2.92E-06	0.190071	1.10E-07	0.192144
ENSG00000236159.1	ENST00000447075.1	539	290.98	0	0	0	0	0	0.04	0.05	9.47E-07	0.135044	9.58E-07	0.136519
ENSG00000213979.3	ENST00000424041.1	802	553.93	0	0	0	0	0	0.02	0.02	3.22E-07	0.0704805	3.25E-07	0.0712244
ENSG00000235044.1	ENST00000450588.1	505	257	0	0	0	0	0	0.05	0.05	1.36E-06	0.151999	1.37E-06	0.15364
ENSG00000228234.1	ENST00000423261.1	334	86.16	0	0	0	0	0	0.15	0.15	2.27E-06	0.449919	2.30E-06	0.454861
ENSG00000225759.1	ENST00000457816.1	543	294.98	0	0	0	0	0	0.04	0.04	3.66E-07	0.134164	3.70E-07	0.135668
ENSG00000204117.1	ENST00000373508.1	2112	1863.92	0	0	0	0	0	0.01	0.01	2.11E-07	0.0207291	2.13E-07	0.0209509
ENSG00000199683.1	ENST00000362813.1	326	78.18	0	0	0	0	0	0.17	0.17	4.22E-06	0.495205	4.27E-06	0.50064
ENSG00000252791.1	ENST00000516982.1	100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264767.1	ENST00000580912.1	305	57.25	0	0	0	0	0	0.23	0.23	9.67E-07	0.672989	9.77E-07	0.680075
ENSG00000206249.3	ENST00000437016.1	806	557.93	0	0	0	0	0	0.02	0.02	2.54E-07	0.0703644	2.57E-07	0.0711433
ENSG00000224635.1	ENST00000422519.1	2004	1755.92	12	0.09	0.09	12	0	0.1	0.1	0.0479921	0.150288	0.0484796	0.151895
ENSG00000196756.7	"ENST00000362582.1,ENST00000413755.1,ENST00000414142.1,ENST00000417578.1,ENST00000423536.1,ENST00000424235.1,ENST00000436764.1,ENST00000449469.1,ENST00000456953.1"	1014.64	766.59	3045	52.47	52.39	3045	0	51.89	52.42	49.1599	54.6634	49.6665	55.2258
ENSG00000235408.2	"ENST00000364546.1,ENST00000439232.1"	135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225091.3	ENST00000364729.1	134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201512.1	ENST00000364642.1	134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200354.1	ENST00000363484.1	134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201811.1	ENST00000364941.1	134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176659.5	ENST00000313426.1	2732	2483.92	0	0	0	0	0	0.01	0.01	1.45E-08	0.015589	1.47E-08	0.0157576
ENSG00000174365.15	"ENST00000359074.4,ENST00000365032.1,ENST00000400436.2,ENST00000418383.1,ENST00000420006.1,ENST00000421599.1,ENST00000432153.1,ENST00000434729.1,ENST00000437028.1,ENST00000440918.1,ENST00000442419.1,ENST00000444816.1,ENST00000449351.1,ENST00000453698.1,ENST00000457218.1,ENST00000483342.1"	1135.19	887.11	940	14	13.97	940	0	14.18	14.33	13.0131	15.3562	13.1619	15.5315
ENSG00000179242.11	"ENST00000360469.5,ENST00000543233.1"	4805.5	4557.42	0	0	0	0	0	0.01	0.01	7.93E-05	0.0165488	8.02E-05	0.0167273
ENSG00000199266.1	ENST00000362396.1	134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263473.1	ENST00000583129.1	70	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231307.1	ENST00000421346.1	701	452.94	8	0.23	0.23	8	0	0.26	0.26	0.102456	0.430248	0.103551	0.434909
ENSG00000213959.2	ENST00000397037.2	564	315.97	0	0	0	0	0	0.04	0.04	8.75E-08	0.123555	8.85E-08	0.124899
ENSG00000199691.1	ENST00000362821.1	315	67.2	0	0	0	0	0	0.19	0.2	1.54E-05	0.574945	1.55E-05	0.581267
ENSG00000240474.2	ENST00000470786.2	308	60.23	0	0	0	0	0	0.22	0.22	1.03E-05	0.647083	1.04E-05	0.654047
ENSG00000261431.1	ENST00000570096.1	187	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223864.1	ENST00000450070.1	712	463.94	0	0	0	0	0	0.03	0.03	8.50E-07	0.0834616	8.60E-07	0.0843493
ENSG00000230324.1	ENST00000412672.1	1518	1269.92	0	0	0	0	0	0.01	0.01	1.34E-07	0.0312568	1.36E-07	0.0315979
ENSG00000211534.2	ENST00000390200.2	76	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224357.1	ENST00000419507.1	911	662.92	0	0	0	0	0	0.02	0.02	2.67E-07	0.0581874	2.70E-07	0.0587981
ENSG00000263943.1	ENST00000583513.1	297	49.36	0	0	0	0	0	0.26	0.27	2.20E-06	0.784985	2.23E-06	0.793406
ENSG00000241840.2	ENST00000493629.2	273	27.16	0	0	0	0	0	0.48	0.48	8.09E-06	1.44231	8.17E-06	1.45806
ENSG00000229976.1	ENST00000444436.1	480	232.01	0	0	0	0	0	0.06	0.06	7.19E-08	0.16809	7.27E-08	0.169963
ENSG00000234878.1	ENST00000421494.1	318	70.19	0	0	0	0	0	0.19	0.19	1.27E-06	0.551035	1.29E-06	0.557107
ENSG00000124253.9	"ENST00000319441.4,ENST00000467047.1,ENST00000470051.1,ENST00000475833.1,ENST00000485958.1,ENST00000498194.1,ENST00000535860.1,ENST00000543666.1"	1684.81	1436.73	28	0.26	0.26	28	0	0.44	0.44	0.246558	0.657972	0.249244	0.665242
ENSG00000237767.1	"ENST00000432633.1,ENST00000445606.1"	634.5	386.46	0	0	0	0	0	0.07	0.07	0.00132964	0.173399	0.00120489	0.175132
ENSG00000233415.1	ENST00000423153.1	640	391.95	0	0	0	0	0	0.03	0.03	1.13E-06	0.0996268	1.14E-06	0.100705
ENSG00000263518.1	ENST00000584209.1	139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223410.1	ENST00000445278.1	426	178.05	0	0	0	0	0	0.07	0.07	4.79E-07	0.220646	4.84E-07	0.223036
ENSG00000252434.1	ENST00000516625.1	72	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229771.1	ENST00000428495.1	273	27.16	0	0	0	0	0	0.48	0.48	7.56E-06	1.43849	7.65E-06	1.45404
ENSG00000238908.1	ENST00000458857.1	111	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222612.1	ENST00000410680.1	190	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226648.1	ENST00000454626.1	1462	1213.92	0	0	0	0	0	0.01	0.01	3.63E-07	0.0325345	3.67E-07	0.0328771
ENSG00000272029.1	ENST00000423733.1	498	250	0	0	0	0	0	0.05	0.05	6.61E-07	0.15596	6.68E-07	0.157608
ENSG00000272407.1	ENST00000606979.1	292	44.49	0	0	0	0	0	0.29	0.3	9.66E-06	0.876464	9.76E-06	0.885857
ENSG00000242748.1	ENST00000455252.1	467	219.02	0	0	0	0	0	0.06	0.06	2.10E-07	0.178019	2.12E-07	0.179915
ENSG00000263989.1	ENST00000584065.1	296	48.38	0	0	0	0	0	0.27	0.27	3.24E-06	0.799873	3.27E-06	0.808342
ENSG00000235102.1	ENST00000438914.1	538	289.98	0	0	0	0	0	0.04	0.05	1.15E-06	0.134066	1.16E-06	0.135492
ENSG00000229398.1	ENST00000440222.1	725	476.94	0	0	0	0	0	0.03	0.03	6.83E-07	0.0816017	6.91E-07	0.0824977
ENSG00000235088.1	ENST00000423903.1	323	75.18	0	0	0	0	0	0.17	0.17	2.46E-06	0.518652	2.49E-06	0.524336
ENSG00000179253.3	ENST00000317652.1	2000	1751.92	0	0	0	0	0	0.01	0.01	1.77E-07	0.0222241	1.79E-07	0.0224675
ENSG00000232493.2	ENST00000439970.1	501	253	0	0	0	0	0	0.05	0.05	2.37E-07	0.155559	2.39E-07	0.157299
ENSG00000252386.1	ENST00000516577.1	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199287.1	ENST00000362417.1	96	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212224.1	ENST00000390922.1	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225458.1	ENST00000431589.1	594	345.96	0	0	0	0	0	0.04	0.04	2.04E-06	0.112342	2.06E-06	0.113587
ENSG00000223651.1	ENST00000432563.1	2267	2018.92	0	0	0	0	0	0.01	0.01	2.89E-08	0.0194804	2.93E-08	0.0196907
ENSG00000228959.1	ENST00000412348.1	417	169.05	0	0	0	0	0	0.08	0.08	7.78E-07	0.232008	7.87E-07	0.234537
ENSG00000229892.1	ENST00000446195.1	348	100.14	0	0	0	0	0	0.13	0.13	6.83E-06	0.387969	6.90E-06	0.392223
ENSG00000229042.2	"ENST00000457704.2,ENST00000608258.1"	1284	1035.94	0	0	0	0	0	0.05	0.05	0.000369074	0.12876	0.000426992	0.130229
ENSG00000227599.1	ENST00000412519.1	1586	1337.92	0	0	0	0	0	0.01	0.01	2.32E-07	0.0292085	2.35E-07	0.0295272
ENSG00000130699.12	"ENST00000252996.4,ENST00000436129.2,ENST00000474089.1,ENST00000486599.1,ENST00000488539.1,ENST00000608458.1,ENST00000608887.1,ENST00000609041.1,ENST00000609045.1"	3724.53	3476.45	2263	8.6	8.59	2263	0	9.09	9.19	8.34165	9.96102	8.43551	10.0726
ENSG00000223190.1	ENST00000411258.1	284	36.9	0	0	0	0	0	0.35	0.36	1.33E-05	1.06321	1.35E-05	1.07445
ENSG00000233508.1	ENST00000430025.1	805	556.93	0	0	0	0	0	0.02	0.02	7.05E-08	0.0704861	7.13E-08	0.0712529
ENSG00000240639.2	ENST00000460953.2	302	54.28	0	0	0	0	0	0.24	0.24	9.58E-07	0.725264	9.68E-07	0.733039
ENSG00000226038.4	"ENST00000403264.3,ENST00000464473.1"	499.5	251.5	0	0	0	0	0	0.1	0.1	0.00153259	0.245476	0.00163319	0.248301
ENSG00000252193.1	ENST00000516384.1	125	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237555.1	ENST00000443304.1	400	152.07	0	0	0	0	0	0.09	0.09	2.55E-06	0.255924	2.58E-06	0.258748
ENSG00000201021.1	ENST00000364151.1	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233711.1	ENST00000450009.1	343	95.15	0	0	0	0	0	0.14	0.14	6.68E-07	0.411705	6.76E-07	0.416214
ENSG00000206998.1	ENST00000384271.1	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201372.1	ENST00000364502.1	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234271.1	ENST00000432727.1	312	64.21	0	0	0	0	0	0.2	0.2	1.47E-05	0.604556	1.48E-05	0.611294
ENSG00000226143.1	ENST00000442482.1	518	269.99	0	0	0	0	0	0.05	0.05	9.45E-07	0.143339	9.54E-07	0.144889
ENSG00000215467.2	ENST00000358609.4	435	187.04	0	0	0	0	0	0.07	0.07	3.93E-06	0.208725	3.98E-06	0.211009
ENSG00000206801.1	ENST00000384074.1	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233277.1	ENST00000428529.1	524	275.99	0	0	0	0	0	0.05	0.05	1.44E-06	0.143225	1.46E-06	0.144787
ENSG00000241229.2	ENST00000464331.2	291	43.53	0	0	0	0	0	0.3	0.3	6.58E-06	0.889322	6.65E-06	0.898879
ENSG00000223891.1	"ENST00000435163.1,ENST00000437730.1,ENST00000439943.1,ENST00000442383.1"	1419.19	1171.11	85	0.96	0.96	85	0	1.01	1.02	0.787941	1.23001	0.796159	1.24296
ENSG00000201363.1	ENST00000364493.1	91	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226812.2	"ENST00000430481.2,ENST00000438702.1"	569.5	321.51	0	0	0	0	0	0.12	0.12	0.0013491	0.311583	0.00142722	0.314989
ENSG00000229005.2	"ENST00000452481.1,ENST00000609152.1"	530.5	282.5	0	0	0	0	0	0.11	0.11	0.00202296	0.278854	0.00165696	0.281501
ENSG00000233376.1	ENST00000455642.1	403	155.07	0	0	0	0	0	0.08	0.08	7.99E-06	0.25063	1.27E-06	0.253262
ENSG00000266151.1	ENST00000578301.1	84	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265893.1	ENST00000581483.1	90	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273283.1	ENST00000608247.1	400	152.07	0	0	0	0	0	0.09	0.09	2.57E-06	0.257023	2.59E-06	0.259807
ENSG00000237907.1	ENST00000415299.1	411	163.06	0	0	0	0	0	0.08	0.08	2.19E-06	0.24081	2.21E-06	0.243373
ENSG00000226243.1	ENST00000412502.1	279	32.35	0	0	0	0	0	0.4	0.41	1.03E-05	1.21367	1.04E-05	1.22694
ENSG00000132832.5	"ENST00000255183.4,ENST00000415889.2"	1208.5	960.42	0	0	0	0	0	0.03	0.03	0.000645886	0.0685377	0.000652934	0.0692831
ENSG00000125787.7	"ENST00000245983.2,ENST00000359100.2,ENST00000359987.1,ENST00000380346.2,ENST00000380347.2"	758	509.93	3	0.08	0.08	3	0	0.47	0.47	0.146242	0.853564	0.149592	0.864634
ENSG00000244558.1	"ENST00000419931.1,ENST00000427303.1,ENST00000427598.1,ENST00000445420.1"	452	204.03	1	0.06	0.06	1	0	0.24	0.25	0.0519259	0.46997	0.0524924	0.475123
ENSG00000263911.1	ENST00000579266.1	297	49.36	0	0	0	0	0	0.26	0.27	7.33E-06	0.794267	7.41E-06	0.803127
ENSG00000227477.1	"ENST00000434401.1,ENST00000445571.1"	2065	1816.92	26	0.19	0.19	26	0	0.26	0.26	0.137728	0.39634	0.139445	0.400875
ENSG00000124256.10	"ENST00000340462.4,ENST00000343535.4,ENST00000371173.3,ENST00000395822.3,ENST00000432548.2,ENST00000453793.1,ENST00000461547.1,ENST00000480037.1,ENST00000538947.1,ENST00000541799.1,ENST00000546110.1"	1562.09	1314.04	0	0	0	0	0	0.3	0.3	0.0788465	0.572755	0.0830705	0.582356
ENSG00000252021.1	ENST00000516212.1	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233352.1	ENST00000422041.1	222	2.25	0	0	0	0	0	5.8	5.86	2.02E-05	17.3962	2.05E-05	17.5854
ENSG00000243995.1	"ENST00000461248.1,ENST00000486547.1"	393.5	156.02	0	0	0	0	0	3.25	3.28	0.00223659	9.68016	0.00268061	9.78736
ENSG00000232880.1	ENST00000452541.1	359	111.12	0	0	0	0	0	0.12	0.12	1.65E-07	0.350851	1.66E-07	0.354503
ENSG00000234011.2	ENST00000424705.1	514	265.99	0	0	0	0	0	0.05	0.05	1.60E-06	0.146286	1.62E-06	0.147836
ENSG00000237464.1	ENST00000417630.1	355	107.13	0	0	0	0	0	0.12	0.12	1.72E-06	0.363681	1.74E-06	0.367673
ENSG00000237068.1	ENST00000429598.1	854	605.92	0	0	0	0	0	0.02	0.02	8.69E-07	0.0643873	8.79E-07	0.0650569
ENSG00000232135.1	ENST00000437445.1	219	1.82	0	0	0	0	0	7.16	7.24	4.68E-07	21.5235	4.74E-07	21.7482
ENSG00000229900.1	ENST00000436541.1	245	8.9	0	0	0	0	0	1.46	1.48	0.000112117	4.44879	0.00011331	4.49636
ENSG00000201923.1	ENST00000365053.1	119	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230860.1	ENST00000432876.1	818	569.93	0	0	0	0	0	0.02	0.02	2.06E-08	0.068322	2.08E-08	0.0690449
ENSG00000235508.2	"ENST00000395947.3,ENST00000447334.1"	718.5	470.45	0	0	0	0.08	0.27	0.06	0.07	0.00109802	0.160002	0.00098619	0.161625
ENSG00000266071.1	ENST00000577518.1	79	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226188.2	ENST00000440968.1	551	302.98	0	0	0	0	0	0.04	0.04	9.40E-08	0.127785	9.50E-08	0.129181
ENSG00000168630.3	ENST00000448174.1	155	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221046.1	ENST00000408119.1	126	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271984.1	ENST00000607703.1	569	320.97	0	0	0	0	0	0.04	0.04	7.86E-08	0.121872	7.95E-08	0.123209
ENSG00000125901.5	ENST00000380325.3	1127	878.92	3367	50.61	50.52	3367	0	49.9	50.42	48.2304	51.582	48.7404	52.1259
ENSG00000235525.1	ENST00000449155.1	526	277.99	0	0	0	0	0	0.05	0.05	4.24E-07	0.141367	4.28E-07	0.142957
ENSG00000204044.5	"ENST00000419897.1,ENST00000535913.1"	984.46	736.44	32	0.57	0.57	32	0	0.63	0.63	0.345099	0.941916	0.346617	0.949689
ENSG00000101405.3	ENST00000217386.2	513	264.99	0	0	0	0	0	0.05	0.05	8.70E-07	0.148261	8.80E-07	0.149909
ENSG00000203346.1	ENST00000366171.1	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213820.3	ENST00000440687.1	659	410.95	0	0	0	0	0	0.03	0.03	6.31E-07	0.0953905	6.38E-07	0.0964143
ENSG00000149657.15	"ENST00000253001.4,ENST00000279068.6,ENST00000279069.7,ENST00000361670.3,ENST00000370915.1,ENST00000400318.2"	2152.92	1904.84	2847	19.74	19.71	2847	0	19.57	19.77	18.7541	20.3965	18.9424	20.6022
ENSG00000229957.1	ENST00000450586.1	2137	1888.92	0	0	0	0	0	0.01	0.01	5.97E-07	0.0206219	4.63E-08	0.0208454
ENSG00000101200.5	ENST00000380293.3	619	370.96	0	0	0	0	0	0.04	0.04	1.45E-06	0.105256	1.46E-06	0.106396
ENSG00000215452.3	"ENST00000400371.2,ENST00000472805.1"	2110.5	1862.42	0	0	0	0	0	0.02	0.02	0.000412085	0.0386522	0.000416584	0.03907
ENSG00000225849.1	ENST00000433469.1	1223	974.92	0	0	0	0	0	0.01	0.01	1.90E-08	0.0399295	1.65E-07	0.0403579
ENSG00000184617.9	"ENST00000328749.4,ENST00000504759.1"	1662.5	1414.42	0	0	0	0	0	0.02	0.02	0.000492995	0.0468222	0.000498325	0.0473377
ENSG00000271784.1	ENST00000606362.1	631	382.95	0	0	0	0	0	0.03	0.03	1.85E-07	0.101324	1.87E-07	0.102393
ENSG00000266136.1	ENST00000408058.2	85	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222874.1	ENST00000410942.1	340	92.15	0	0	0	0	0	0.14	0.14	1.17E-06	0.425501	1.19E-06	0.430164
ENSG00000235922.1	ENST00000423396.1	542	293.98	0	0	0	0	0	0.04	0.04	3.73E-07	0.132719	3.77E-07	0.134218
ENSG00000236028.1	ENST00000414085.1	423	175.05	0	0	0	0	0	0.07	0.08	1.65E-06	0.221571	1.67E-06	0.223982
ENSG00000226769.1	ENST00000432657.1	893	644.92	0	0	0	0	0	0.02	0.02	1.27E-07	0.0602975	1.28E-07	0.0609479
ENSG00000239783.1	ENST00000429337.1	372	124.1	0	0	0	0	0	0.1	0.11	1.87E-07	0.315443	1.89E-07	0.318797
ENSG00000215450.2	ENST00000400363.2	863	614.92	0	0	0	0	0	0.02	0.02	1.92E-07	0.0633436	9.40E-07	0.0640292
ENSG00000264901.1	ENST00000584070.1	92	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265532.1	ENST00000582058.1	330	82.17	0	0	0	0	0	0.16	0.16	6.30E-06	0.476629	1.10E-05	0.481866
ENSG00000263770.1	ENST00000577832.1	68	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273451.1	ENST00000609320.1	1006	757.92	76	1.32	1.32	76	0	1.32	1.34	1.03358	1.62396	1.04317	1.64019
ENSG00000231119.2	ENST00000413818.2	1809	1560.92	12	0.1	0.1	12	0	0.11	0.11	0.0531945	0.168267	0.0536431	0.169983
ENSG00000224565.1	ENST00000437920.1	750	501.93	0	0	0	0	0	0.03	0.03	1.69E-06	0.078468	1.71E-06	0.0793376
ENSG00000234075.1	ENST00000425552.1	326	78.18	0	0	0	0	0	0.17	0.17	5.93E-06	0.501683	5.99E-06	0.507284
ENSG00000202186.1	ENST00000365316.1	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201742.1	ENST00000364872.1	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221294.1	ENST00000408367.1	81	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229853.1	ENST00000448675.1	860	611.92	0	0	0	0	0	0.02	0.02	1.90E-07	0.0642509	1.92E-07	0.064949
ENSG00000255438.2	ENST00000526566.2	2437	2188.92	0	0	0	0	0	0.01	0.01	2.29E-07	0.0178111	2.31E-07	0.0180067
ENSG00000238950.1	ENST00000458903.1	76	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215448.3	ENST00000398959.2	885	636.92	0	0	0	0	0	0.02	0.02	7.36E-07	0.0605738	7.44E-07	0.061231
ENSG00000251770.1	ENST00000515961.1	83	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238785.1	ENST00000458830.1	76	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234967.1	ENST00000431915.1	425	177.05	0	0	0	0	0	0.07	0.07	9.90E-07	0.218378	1.00E-06	0.220753
ENSG00000228503.1	ENST00000416646.1	456	208.02	0	0	0	0	0	0.06	0.06	1.66E-06	0.187786	1.68E-06	0.189795
ENSG00000237423.1	ENST00000428999.1	429	181.04	0	0	0	0	0	0.07	0.07	2.85E-06	0.2187	2.88E-06	0.221125
ENSG00000229522.1	ENST00000425385.1	450	202.03	0	0	0	0	0	0.06	0.07	1.34E-07	0.193021	1.35E-07	0.195134
ENSG00000124225.11	"ENST00000265626.4,ENST00000341744.3,ENST00000347215.4,ENST00000395814.1,ENST00000395816.3,ENST00000395819.3,ENST00000414037.1,ENST00000472841.1"	2666.62	2418.57	0	0	0	0	0	0.19	0.2	0.0289828	0.430271	0.0313713	0.437138
ENSG00000252227.1	ENST00000516418.1	81	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235621.4	"ENST00000416742.1,ENST00000425021.1,ENST00000433094.1,ENST00000545181.1"	1927.5	1679.46	0	0	0	0	0	0.11	0.11	0.00846655	0.260068	0.00855937	0.262903
ENSG00000236874.1	ENST00000446280.1	404	156.07	0	0	0	0	0	0.08	0.08	2.17E-07	0.247741	2.19E-07	0.250383
ENSG00000238452.1	ENST00000459405.1	76	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251876.1	ENST00000516067.1	119	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230758.1	ENST00000433229.1	246	9.35	0	0	0	0	0	1.39	1.41	6.37E-06	4.14049	6.44E-06	4.18546
ENSG00000227431.1	"ENST00000417781.1,ENST00000428190.1"	444.5	196.57	0	0	0	0	0	0.2	0.2	0.00294575	0.504811	0.00297751	0.510306
ENSG00000226284.1	ENST00000437218.1	533	284.98	0	0	0	0	0	0.05	0.05	1.72E-06	0.137706	1.74E-06	0.139235
ENSG00000177410.8	"ENST00000326677.5,ENST00000371743.3,ENST00000417721.1,ENST00000428008.1,ENST00000441722.1,ENST00000450535.1,ENST00000458653.1"	758.09	510.04	9360	242.42	242.03	9360	0	239.22	241.7	233.208	245.112	235.859	247.876
ENSG00000101182.10	"ENST00000370858.3,ENST00000370861.1,ENST00000370873.4,ENST00000442551.1,ENST00000484488.1,ENST00000486193.1"	992.56	744.48	21205	376.27	375.65	21205	0	371.06	374.9	366.229	376.193	370.185	380.259
ENSG00000209042.1	ENST00000386307.1	89	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222365.1	ENST00000410433.1	91	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212304.1	ENST00000391002.1	90	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265225.1	ENST00000583835.1	94	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124237.5	ENST00000371168.3	803	554.93	0	0	0	0	0	0.02	0.02	3.19E-08	0.0696635	3.22E-08	0.0704322
ENSG00000264946.1	ENST00000466981.2	297	49.36	0	0	0	0	0	0.26	0.27	2.48E-06	0.788024	2.50E-06	0.796641
ENSG00000231878.1	ENST00000414761.1	252	12.39	0	0	0	0	0	1.05	1.06	2.56E-05	3.14388	2.59E-05	3.17881
ENSG00000252540.1	ENST00000516731.1	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252123.1	ENST00000516314.1	62	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237788.1	ENST00000429893.1	1653	1404.92	12	0.11	0.11	12	0	0.12	0.12	0.0605865	0.187976	0.0612442	0.190006
ENSG00000199490.1	ENST00000362620.1	98	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239157.1	ENST00000459122.1	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229222.1	ENST00000422599.1	1288	1039.92	29	0.37	0.37	29	0	0.38	0.38	0.24643	0.5125	0.246986	0.515961
ENSG00000206710.1	ENST00000383983.1	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231265.1	ENST00000431460.1	462	214.02	0	0	0	0	0	0.06	0.06	2.34E-06	0.183429	1.36E-06	0.185421
ENSG00000237595.2	ENST00000435301.2	733	484.93	3	0.08	0.08	3	0	0.11	0.11	0.0192395	0.212586	0.0194771	0.214909
ENSG00000100979.10	"ENST00000354050.4,ENST00000372420.1,ENST00000372431.3,ENST00000420868.2,ENST00000477313.1,ENST00000542937.1"	1618.02	1369.94	1885	18.18	18.15	1885	0	17.97	18.16	17.1466	18.7984	17.339	19.0098
ENSG00000234698.1	"ENST00000444478.1,ENST00000451960.1"	383	135.1	0	0	0	0	0	0.21	0.22	0.00326854	0.524714	0.00352343	0.53083
ENSG00000231742.1	"ENST00000411453.1,ENST00000427333.1"	538	289.98	0	0	0	0	0	0.09	0.09	0.00214653	0.218192	0.00261252	0.221049
ENSG00000124227.4	"ENST00000371167.3,ENST00000457363.1"	1031	782.92	0	0	0	0	0	0.03	0.03	0.000805876	0.0793153	0.000777812	0.0801498
ENSG00000224397.1	"ENST00000421019.1,ENST00000422459.1,ENST00000425497.1,ENST00000445003.1"	1058	809.92	1	0.02	0.02	1	0	0.11	0.12	0.0212479	0.230882	0.0215295	0.233416
ENSG00000203999.4	"ENST00000371639.3,ENST00000457853.1"	1447.24	1199.16	36	0.4	0.4	36	0	0.42	0.42	0.272758	0.568733	0.276129	0.575277
ENSG00000233077.1	ENST00000441214.1	2250	2001.92	14	0.09	0.09	14	0	0.1	0.1	0.0519252	0.148357	0.0524072	0.149878
ENSG00000244376.2	ENST00000497504.2	292	44.49	0	0	0	0	0	0.29	0.3	3.88E-06	0.873386	3.92E-06	0.883022
ENSG00000231715.1	ENST00000444980.1	225	2.76	0	0	0	0	0	4.72	4.77	7.15E-06	14.1109	7.23E-06	14.2644
ENSG00000239742.2	ENST00000474091.2	315	67.2	0	0	0	0	0	0.19	0.2	1.31E-06	0.582114	1.33E-06	0.588379
ENSG00000201501.1	ENST00000364631.1	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185019.12	"ENST00000217173.2,ENST00000348031.2,ENST00000449731.1"	4505.9	4257.82	525	1.63	1.63	525	0	1.68	1.69	1.49468	1.8664	1.5114	1.8873
ENSG00000232043.1	ENST00000431019.1	4587	4338.92	0	0	0	0	0	0	0	2.62E-09	0.00898676	2.65E-09	0.00908369
ENSG00000208018.1	ENST00000385283.1	94	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221091.1	ENST00000408164.1	150	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231302.1	ENST00000426026.1	315	67.2	0	0	0	0	0	0.19	0.2	1.02E-05	0.580013	1.03E-05	0.58637
ENSG00000234693.1	"ENST00000435177.1,ENST00000452336.1"	588.5	340.47	0	0	0	0	0	0.08	0.08	0.00150445	0.185795	0.00149426	0.187818
ENSG00000230043.1	ENST00000415187.1	135	0	0	0	0	0	0	0	0	0	0	0	0
